GelC01G00002	K12818
GelC11G00430	K24770
GelC11G00431	K24611
GelC11G00433	K22647
GelC11G00434	K00416
GelC11G00436	K19040
GelC11G00439	K20557
GelC11G00440	K14998
GelC11G00444	K09903
GelC11G00453	K01963
GelC11G00455	K13254
GelC11G00456	K16911
GelC11G00459	K02954
GelC11G00462	K03879
GelC11G00474	K22048
GelC11G00483	K15111
GelC11G00487	K01761
GelC11G00499	K16675
GelC11G00508	K22048
GelC11G00509	K22048
GelC11G00516	K20827
GelC11G00517	K24917
GelC11G00520	K08963
GelC11G00522	K14943
GelC11G00526	K20890
GelC11G00530	K14190
GelC11G00534	K17428
GelC11G00537	K14407
GelC11G00539	K11498
GelC11G00548	K15687
GelC11G00550	K10756
GelC11G00552	K11352
GelC11G00554	K03687
GelC11G00559	K07277
GelC11G00563	K06630
GelC11G00564	K17506
GelC11G00566	K11842
GelC11G00567	K01087
GelC11G00570	K01858
GelC11G00573	K12875
GelC11G00577	K04794
GelC11G00582	K04554
GelC11G00585	K02729
GelC11G00588	K04078
GelC11G00594	K02327
GelC11G00595	K00128
GelC11G00596	K11498
GelC11G00599	K03015
GelC11G00600	K03015
GelC11G00601	K22077
GelC11G00603	K24917
GelC11G00604	K14843
GelC11G00605	K14085
GelC11G00611	K09705
GelC11G00614	K24104
GelC11G00618	K14570
GelC11G00623	K00166
GelC11G00625	K03884
GelC11G00626	K08336
GelC11G00630	K13528
GelC11G00634	K14498
GelC11G00635	K00121
GelC11G00637	K02267
GelC11G00641	K08505
GelC11G00645	K11807
GelC11G00650	K00850
GelC11G00651	K18810
GelC11G00653	K14003
GelC11G00656	K11855
GelC11G00659	K03254
GelC11G00662	K00430
GelC11G00665	K04077
GelC11G00666	K01681
GelC11G00668	K24796
GelC11G00669	K07893
GelC11G00671	K20855
GelC11G00673	K14494
GelC11G00674	K14494
GelC11G00677	K20456
GelC11G00680	K13414
GelC11G00682	K13173
GelC11G00683	K15216
GelC11G00700	K14411
GelC11G00701	K03859
GelC11G00708	K23504
GelC11G00709	K13065
GelC11G00716	K13989
GelC11G00719	K01696
GelC11G00720	K15283
GelC11G00721	K09338
GelC11G00741	K03671
GelC11G00748	K11251
GelC11G00757	K03885
GelC11G00760	K07766
GelC11G00761	K10704
GelC11G00764	K06695
GelC11G00773	K00799
GelC11G00787	K12858
GelC11G00788	K00477
GelC11G00796	K11294
GelC11G00797	K02519
GelC11G00802	K20798
GelC11G00804	K17686
GelC11G00805	K03133
GelC11G00807	K24773
GelC11G00808	K14846
GelC11G00809	K03754
GelC11G00811	K07195
GelC11G00814	K13464
GelC11G00816	K04078
GelC11G00818	K11517
GelC11G00819	K22913
GelC11G00820	K09286
GelC11G00826	K07300
GelC11G00830	K07024
GelC11G00836	K00809
GelC11G00840	K01187
GelC11G00845	K13420
GelC11G00846	K16189
GelC11G00847	K03787
GelC11G00851	K08790
GelC11G00852	K01011
GelC11G00874	K13339
GelC11G00877	K14488
GelC11G00878	K21989
GelC11G00883	K13338
GelC11G00888	K01092
GelC11G00894	K00927
GelC11G00897	K03549
GelC11G00903	K00134
GelC11G00906	K24333
GelC11G00907	K15603
GelC11G00916	K14709
GelC11G00920	K02890
GelC11G00924	K11111
GelC11G00928	K14379
GelC11G00929	K14379
GelC11G00930	K08235
GelC11G00939	K11982
GelC11G00940	K03006
GelC11G00942	K23977
GelC11G00943	K13174
GelC11G00945	K14432
GelC11G00949	K12818
GelC11G00952	K10875
GelC11G00955	K01889
GelC11G00959	K13220
GelC11G00961	K15634
GelC11G00963	K03018
GelC11G00966	K02885
GelC11G00968	K06630
GelC11G00970	K07561
GelC11G00972	K10664
GelC11G00977	K09338
GelC11G00982	K13993
GelC11G00990	K23335
GelC11G00994	K13680
GelC11G00995	K13680
GelC11G00996	K00703
GelC11G00997	K14413
GelC11G00998	K15015
GelC11G01000	K23398
GelC11G01002	K09422
GelC11G01004	K15077
GelC11G01009	K10436
GelC11G01010	K15378
GelC11G01011	K15920
GelC11G01013	K15920
GelC11G01014	K15920
GelC11G01015	K25802
GelC11G01018	K15032
GelC11G01019	K15032
GelC11G01020	K15032
GelC11G01021	K15032
GelC11G01025	K20367
GelC11G01031	K11836
GelC11G01037	K00827
GelC11G01038	K06944
GelC11G01040	K10365
GelC11G01042	K01855
GelC11G01045	K09338
GelC11G01049	K02915
GelC11G01050	K09422
GelC11G01060	K02876
GelC11G01063	K17822
GelC11G01065	K14948
GelC11G01069	K20352
GelC11G01071	K19882
GelC11G01079	K14810
GelC12G00003	K15378
GelC12G00007	K07300
GelC12G00010	K19882
GelC12G00013	K00231
GelC12G00015	K09580
GelC12G00018	K05658
GelC12G00021	K12868
GelC12G00024	K10406
GelC12G00025	K07953
GelC12G00026	K03938
GelC12G00027	K02918
GelC12G00031	K14521
GelC12G00034	K22696
GelC12G00035	K14327
GelC12G00036	K11866
GelC12G00037	K03377
GelC12G00038	K02951
GelC12G00039	K02951
GelC12G00040	K03377
GelC12G00042	K01164
GelC12G00043	K14379
GelC12G00045	K09875
GelC12G00048	K11667
GelC12G00049	K03327
GelC12G00051	K10268
GelC12G00052	K15397
GelC12G00053	K01897
GelC12G00054	K10144
GelC12G00055	K04799
GelC12G00058	K14427
GelC12G00060	K14847
GelC12G00065	K10900
GelC12G00067	K24405
GelC12G00069	K14307
GelC12G00072	K06085
GelC12G00074	K05812
GelC12G00075	K00383
GelC12G00081	K11270
GelC12G00082	K08819
GelC12G00090	K17606
GelC12G00091	K15188
GelC12G00099	K19023
GelC12G00101	K19371
GelC12G00102	K07305
GelC12G00103	K07305
GelC12G00105	K02563
GelC12G00113	K01047
GelC12G00116	K00869
GelC12G00119	K04565
GelC12G00123	K04565
GelC12G00125	K14297
GelC12G00127	K14297
GelC12G00128	K12197
GelC12G00131	K23966
GelC12G00133	K00430
GelC12G00134	K00430
GelC12G00135	K06671
GelC12G00136	K14829
GelC12G00144	K05681
GelC12G00145	K03012
GelC12G00148	K04773
GelC12G00151	K03098
GelC12G00153	K11855
GelC12G00154	K01462
GelC12G00155	K14508
GelC12G00159	K11498
GelC12G00164	K08835
GelC12G00165	K08679
GelC12G00166	K01875
GelC12G00168	K05391
GelC12G00169	K07342
GelC12G00171	K16055
GelC12G00174	K02926
GelC12G00176	K23741
GelC12G00177	K11420
GelC12G00178	K11420
GelC12G00180	K23741
GelC12G00184	K05387
GelC12G00188	K13413
GelC12G00190	K12165
GelC12G00192	K03351
GelC12G00196	K10880
GelC12G00197	K11098
GelC12G00198	K00327
GelC12G00199	K09285
GelC12G00200	K12846
GelC12G00206	K14816
GelC12G00209	K01535
GelC12G00211	K01792
GelC12G00214	K00587
GelC12G00215	K22745
GelC12G00219	K14504
GelC12G00222	K14504
GelC12G00223	K14504
GelC12G00225	K14504
GelC12G00226	K14504
GelC12G00233	K01897
GelC12G00241	K12872
GelC12G00245	K08823
GelC12G00246	K19513
GelC12G00247	K15032
GelC12G00252	K14805
GelC12G00257	K20855
GelC12G00258	K00213
GelC12G00259	K18469
GelC12G00265	K21989
GelC12G00269	K22596
GelC12G00274	K01853
GelC12G00290	K01214
GelC12G00306	K13124
GelC12G00307	K01534
GelC12G00310	K01963
GelC12G00312	K02878
GelC12G00317	K02516
GelC12G00318	K10773
GelC12G00324	K03549
GelC12G00345	K00130
GelC12G00346	K01231
GelC12G00350	K03686
GelC12G00351	K09503
GelC12G00353	K00759
GelC12G00354	K09284
GelC12G00366	K13126
GelC12G00386	K15040
GelC12G00388	K17968
GelC12G00389	K15263
GelC12G00390	K06067
GelC12G00400	K01176
GelC12G00404	K14590
GelC12G00410	K00766
GelC12G00414	K00766
GelC12G00419	K02732
GelC12G00423	K23570
GelC12G00426	K23570
GelC12G00427	K23570
GelC12G00430	K11165
GelC12G00437	K02914
GelC12G00439	K23901
GelC12G00442	K14684
GelC12G00449	K19825
GelC12G00451	K03070
GelC12G00452	K02144
GelC12G00458	K23643
GelC12G00460	K03512
GelC12G00465	K08235
GelC12G00467	K23325
GelC12G00470	K14855
GelC12G00472	K00103
GelC12G00482	K15033
GelC12G00485	K01669
GelC12G00488	K20028
GelC12G00489	K20473
GelC12G00490	K14536
GelC12G00493	K12737
GelC12G00494	K11420
GelC12G00495	K06617
GelC12G00497	K01410
GelC12G00505	K09377
GelC12G00506	K04649
GelC12G00508	K11843
GelC12G00523	K11434
GelC12G00525	K05391
GelC12G00534	K00430
GelC12G00536	K05285
GelC12G00550	K11094
GelC12G00557	K09613
GelC12G00563	K21249
GelC12G00573	K07933
GelC12G00577	K19367
GelC12G00578	K05399
GelC12G00579	K11855
GelC12G00581	K12890
GelC12G00582	K00276
GelC12G00583	K09645
GelC12G00584	K11752
GelC12G00585	K17424
GelC12G00589	K09578
GelC12G00590	K09493
GelC12G00593	K04505
GelC12G00604	K14823
GelC12G00606	K05288
GelC12G00612	K14401
GelC12G00618	K00873
GelC12G00623	K19828
GelC12G00624	K13484
GelC12G00626	K11826
GelC12G00627	K01438
GelC12G00630	K05282
GelC12G00634	K13648
GelC12G00635	K03327
GelC12G00638	K13130
GelC12G00640	K03869
GelC12G00641	K16196
GelC12G00648	K10401
GelC12G00655	K18081
GelC12G00660	K00454
GelC12G00662	K02917
GelC12G00663	K04354
GelC12G00670	K01285
GelC12G00676	K02978
GelC12G00677	K09874
GelC12G00678	K15340
GelC12G00681	K04498
GelC12G00688	K01194
GelC12G00689	K01784
GelC12G00690	K00924
GelC12G00694	K09503
GelC12G00696	K05236
GelC12G00699	K01893
GelC12G00702	K09531
GelC12G00706	K07442
GelC12G00710	K10636
GelC12G00711	K01087
GelC12G00713	K00759
GelC12G00716	K11093
GelC12G00717	K22736
GelC12G00718	K22736
GelC12G00719	K08711
GelC12G00721	K00029
GelC12G00724	K13140
GelC12G00725	K01657
GelC12G00726	K13140
GelC12G00731	K08730
GelC12G00732	K17260
GelC12G00736	K13989
GelC12G00737	K23260
GelC12G00738	K23260
GelC12G00739	K23260
GelC12G00740	K05759
GelC12G00741	K15186
GelC12G00742	K00844
GelC12G00743	K00604
GelC12G00753	K18368
GelC12G00757	K16276
GelC12G00759	K03025
GelC12G00760	K01426
GelC12G00761	K01426
GelC12G00763	K16276
GelC12G00767	K01076
GelC12G00772	K01076
GelC12G00773	K20456
GelC12G00775	K18584
GelC12G00776	K11094
GelC12G00779	K01598
GelC12G00780	K12386
GelC12G00781	K03247
GelC12G00783	K25166
GelC12G00784	K13102
GelC12G00795	K25166
GelC12G00796	K06949
GelC12G00797	K14168
GelC12G00801	K05925
GelC12G00804	K08679
GelC12G00805	K25318
GelC12G00806	K12862
GelC12G00811	K09597
GelC12G00813	K01937
GelC12G00814	K01937
GelC12G00816	K00031
GelC12G00818	K09510
GelC12G00821	K00654
GelC12G00823	K10704
GelC12G00825	K14664
GelC12G00827	K14831
GelC12G00829	K18643
GelC12G00830	K02208
GelC12G00833	K17893
GelC12G00835	K00083
GelC12G00841	K09660
GelC12G00843	K24997
GelC12G00844	K05681
GelC12G00845	K15685
GelC12G00846	K25163
GelC12G00848	K20310
GelC12G00850	K25840
GelC12G00852	K03364
GelC12G00853	K00793
GelC12G00856	K16281
GelC12G00857	K24527
GelC12G00858	K15746
GelC12G00860	K14859
GelC12G00861	K03593
GelC12G00865	K01194
GelC12G00869	K09422
GelC12G00874	K23490
GelC12G00876	K02905
GelC12G00880	K03676
GelC12G00881	K09264
GelC12G00882	K13280
GelC12G00885	K14488
GelC12G00886	K08331
GelC12G00887	K22736
GelC12G00888	K10406
GelC12G00890	K13110
GelC12G00892	K04794
GelC12G00897	K03695
GelC12G00898	K01647
GelC12G00899	K17279
GelC12G00905	K09561
GelC12G00907	K16732
GelC12G00909	K18121
GelC12G00910	K01950
GelC12G00914	K08472
GelC12G00915	K09874
GelC12G00916	K09874
GelC12G00917	K23490
GelC12G00918	K00901
GelC12G00920	K02834
GelC12G00923	K14432
GelC12G00925	K14432
GelC12G00926	K01179
GelC12G00928	K14292
GelC12G00930	K12873
GelC12G00931	K06067
GelC12G00938	K06620
GelC12G00940	K13152
GelC12G00944	K00753
GelC12G00946	K06947
GelC12G00947	K02146
GelC12G00952	K11649
GelC12G00963	K14803
GelC12G00968	K19219
GelC12G00972	K10899
GelC12G00974	K09422
GelC12G00975	K09534
GelC12G00976	K05857
GelC12G00979	K06130
GelC12G00980	K21867
GelC12G00982	K11251
GelC12G00984	K20793
GelC12G00986	K08711
GelC12G00987	K08711
GelC12G00988	K08711
GelC12G00991	K12741
GelC12G00998	K14293
GelC12G01006	K25815
GelC12G01008	K12624
GelC12G01009	K03135
GelC12G01013	K07904
GelC12G01014	K08244
GelC12G01017	K00161
GelC12G01022	K18183
GelC12G01026	K20869
GelC12G01030	K18327
GelC12G01032	K00604
GelC12G01035	K01259
GelC12G01037	K12946
GelC12G01038	K01259
GelC12G01039	K16571
GelC12G01043	K03251
GelC12G01044	K17725
GelC12G01045	K06669
GelC13G00004	K00854
GelC13G00006	K00600
GelC13G00007	K04354
GelC13G00008	K05349
GelC13G00009	K11984
GelC13G00011	K10770
GelC13G00012	K17796
GelC13G00016	K10807
GelC13G00021	K14948
GelC13G00027	K17917
GelC13G00028	K12382
GelC13G00029	K00555
GelC13G00030	K04564
GelC13G00036	K00799
GelC13G00038	K01869
GelC13G00039	K15711
GelC13G00040	K01214
GelC13G00045	K12667
GelC13G00047	K00222
GelC13G00048	K14400
GelC13G00049	K25307
GelC13G00052	K12736
GelC13G00053	K08232
GelC13G00054	K01240
GelC13G00055	K13356
GelC13G00056	K10570
GelC13G00057	K22074
GelC13G00059	K24730
GelC13G00060	K15455
GelC13G00062	K24730
GelC13G00066	K20363
GelC13G00069	K05857
GelC13G00075	K04040
GelC13G00080	K25201
GelC13G00082	K01568
GelC13G00087	K01103
GelC13G00089	K09286
GelC13G00091	K11363
GelC13G00092	K17479
GelC13G00093	K14617
GelC13G00094	K03952
GelC13G00097	K17790
GelC13G00099	K06670
GelC13G00105	K06670
GelC13G00106	K14496
GelC13G00111	K07253
GelC13G00117	K10875
GelC13G00118	K08775
GelC13G00121	K12590
GelC13G00122	K15227
GelC13G00132	K22377
GelC13G00133	K10523
GelC13G00136	K03320
GelC13G00138	K03320
GelC13G00140	K12486
GelC13G00144	K17969
GelC13G00145	K17969
GelC13G00154	K19784
GelC13G00158	K01114
GelC13G00162	K10767
GelC13G00164	K13448
GelC13G00165	K00419
GelC13G00167	K13448
GelC13G00168	K21286
GelC13G00169	K02863
GelC13G00170	K09285
GelC13G00171	K14794
GelC13G00172	K11268
GelC13G00178	K18577
GelC13G00181	K04078
GelC13G00182	K13947
GelC13G00185	K00434
GelC13G00187	K10869
GelC13G00196	K01179
GelC13G00197	K03348
GelC13G00198	K14777
GelC13G00199	K11804
GelC13G00203	K20869
GelC13G00206	K09539
GelC13G00208	K17086
GelC13G00209	K03231
GelC13G00211	K03231
GelC13G00214	K00253
GelC13G00219	K07252
GelC13G00220	K15042
GelC13G00221	K16297
GelC13G00225	K00800
GelC13G00226	K21777
GelC13G00227	K17479
GelC13G00229	K03355
GelC13G00248	K14508
GelC13G00260	K00102
GelC13G00261	K02725
GelC13G00262	K00102
GelC13G00268	K08500
GelC13G00269	K00549
GelC13G00270	K00549
GelC13G00272	K20305
GelC13G00274	K11433
GelC13G00275	K12580
GelC13G00280	K00059
GelC13G00282	K08193
GelC13G00283	K02964
GelC13G00286	K14833
GelC13G00287	K05765
GelC13G00288	K19706
GelC13G00289	K19787
GelC13G00291	K14552
GelC13G00292	K01772
GelC13G00298	K00737
GelC13G00299	K00013
GelC13G00302	K09534
GelC13G00303	K12831
GelC13G00304	K20818
GelC13G00305	K09338
GelC13G00307	K14793
GelC13G00308	K03137
GelC13G00309	K20843
GelC13G00310	K21989
GelC13G00315	K02493
GelC13G00318	K00819
GelC13G00329	K08064
GelC13G00331	K13412
GelC13G00337	K00026
GelC13G00339	K01507
GelC13G00341	K15449
GelC13G00342	K01940
GelC13G00349	K17496
GelC13G00352	K00736
GelC13G00354	K05894
GelC13G00358	K10735
GelC13G00359	K03595
GelC13G00361	K03883
GelC13G00362	K14442
GelC13G00363	K00940
GelC13G00366	K25866
GelC13G00368	K14766
GelC13G00375	K00555
GelC13G00376	K14565
GelC13G00377	K14565
GelC13G00378	K13051
GelC13G00383	K24345
GelC13G00384	K13125
GelC13G00389	K24193
GelC13G00392	K15365
GelC13G00395	K06672
GelC13G00398	K24772
GelC13G00399	K23538
GelC13G00403	K17267
GelC13G00404	K04536
GelC13G00410	K02897
GelC13G00411	K21456
GelC13G00413	K02996
GelC13G00419	K03105
GelC13G00422	K19995
GelC13G00423	K12184
GelC13G00425	K04718
GelC13G00429	K03921
GelC13G00431	K20179
GelC13G00432	K03798
GelC13G00435	K10047
GelC13G00436	K17790
GelC13G00437	K01652
GelC13G00449	K11492
GelC13G00451	K13179
GelC13G00453	K18482
GelC13G00486	K12951
GelC13G00489	K01610
GelC13G00490	K18270
GelC13G00494	K12870
GelC13G00497	K02178
GelC13G00499	K00417
GelC13G00502	K00794
GelC13G00504	K16871
GelC13G00507	K10767
GelC13G00508	K20181
GelC13G00513	K12402
GelC13G00514	K15414
GelC13G00521	K03509
GelC13G00522	K08237
GelC13G00526	K01963
GelC13G00527	K01358
GelC13G00541	K01184
GelC13G00547	K13140
GelC13G00548	K09566
GelC13G00554	K01262
GelC13G00557	K08511
GelC13G00561	K12837
GelC13G00578	K10767
GelC13G00581	K03691
GelC13G00584	K01246
GelC13G00585	K15601
GelC13G00586	K03327
GelC13G00587	K15083
GelC13G00591	K00912
GelC13G00593	K03234
GelC13G00594	K04382
GelC13G00595	K04382
GelC13G00600	K23788
GelC13G00605	K01934
GelC13G00615	K14765
GelC13G00617	K22390
GelC13G00618	K14290
GelC13G00619	K03327
GelC13G00622	K00236
GelC13G00627	K01637
GelC13G00631	K23344
GelC13G00653	K01285
GelC13G00655	K16277
GelC13G00657	K12761
GelC13G00670	K10688
GelC13G00675	K00279
GelC13G00678	K00472
GelC13G00683	K03129
GelC13G00689	K00430
GelC13G00700	K23719
GelC13G00701	K00919
GelC13G00703	K21752
GelC13G00706	K02983
GelC13G00711	K04688
GelC13G00712	K03671
GelC13G00713	K15032
GelC13G00718	K00279
GelC13G00724	K11982
GelC13G00731	K22936
GelC13G00732	K03437
GelC13G00738	K00660
GelC13G00744	K01069
GelC13G00750	K03654
GelC13G00754	K01179
GelC13G00759	K02950
GelC13G00765	K14802
GelC13G00770	K25449
GelC13G00773	K08288
GelC13G00776	K09422
GelC13G00777	K04505
GelC13G00780	K14514
GelC13G00781	K10960
GelC13G00782	K07937
GelC13G00786	K12741
GelC13G00787	K18757
GelC13G00788	K11593
GelC13G00789	K14432
GelC13G00791	K16282
GelC13G00796	K02985
GelC13G00797	K04683
GelC13G00800	K17278
GelC13G00802	K19347
GelC13G00809	K09875
GelC13G00810	K12176
GelC13G00811	K14848
GelC13G00813	K13412
GelC13G00814	K14431
GelC13G00818	K11436
GelC13G00820	K14309
GelC13G00822	K00799
GelC13G00824	K10398
GelC13G00828	K05681
GelC13G00834	K17804
GelC13G00835	K23260
GelC13G00838	K01728
GelC13G00839	K10355
GelC13G00842	K15297
GelC13G00848	K09422
GelC13G00850	K00164
GelC13G00854	K11153
GelC13G00858	K03217
GelC13G00861	K10703
GelC13G00862	K11713
GelC13G00867	K02920
GelC13G00869	K10258
GelC13G00874	K19882
GelC13G00877	K08266
GelC13G00879	K12397
GelC13G00880	K08956
GelC13G00908	K18813
GelC13G00912	K13945
GelC13G00923	K14424
GelC13G00929	K10523
GelC13G00930	K00761
GelC13G00931	K20393
GelC13G00939	K06269
GelC13G00942	K03030
GelC13G00952	K07375
GelC13G00954	K02519
GelC13G00956	K01689
GelC13G00957	K00621
GelC13G00958	K12349
GelC13G00959	K01689
GelC13G00960	K00621
GelC13G00965	K02377
GelC13G00968	K00621
GelC13G00970	K00688
GelC13G00971	K05925
GelC13G00976	K03798
GelC13G00977	K15401
GelC13G00982	K14306
GelC13G00983	K11778
GelC13G00984	K08869
GelC14G00002	K18158
GelC14G00004	K11254
GelC14G00005	K11131
GelC14G00007	K14440
GelC14G00009	K22849
GelC14G00010	K08503
GelC14G00011	K08486
GelC14G00014	K00818
GelC14G00015	K22381
GelC14G00016	K21596
GelC14G00020	K11437
GelC14G00021	K05302
GelC14G00022	K17784
GelC14G00023	K17108
GelC14G00028	K03349
GelC14G00029	K14301
GelC14G00030	K20890
GelC14G00032	K09264
GelC14G00033	K00847
GelC14G00034	K00847
GelC14G00036	K00430
GelC14G00038	K01890
GelC14G00040	K08472
GelC14G00041	K17255
GelC14G00048	K08287
GelC14G00050	K16280
GelC14G00052	K09651
GelC14G00053	K14798
GelC14G00055	K09422
GelC14G00063	K08711
GelC14G00064	K18914
GelC14G00066	K08711
GelC14G00070	K07953
GelC14G00077	K01610
GelC14G00078	K20476
GelC14G00080	K01736
GelC14G00081	K09580
GelC14G00084	K21027
GelC14G00085	K09872
GelC14G00087	K02492
GelC14G00088	K02492
GelC14G00089	K21027
GelC14G00090	K02492
GelC14G00096	K17402
GelC14G00098	K15285
GelC14G00100	K09422
GelC14G00109	K01620
GelC14G00116	K17756
GelC14G00122	K17108
GelC14G00123	K15397
GelC14G00127	K01725
GelC14G00129	K10683
GelC14G00133	K03259
GelC14G00134	K06943
GelC14G00136	K10599
GelC14G00140	K03320
GelC14G00142	K01177
GelC14G00147	K09422
GelC14G00151	K23878
GelC14G00156	K25870
GelC14G00157	K03352
GelC14G00161	K14315
GelC14G00163	K23292
GelC14G00164	K00279
GelC14G00165	K14492
GelC14G00168	K12878
GelC14G00171	K01358
GelC14G00173	K06950
GelC14G00174	K16297
GelC14G00179	K13035
GelC14G00184	K08360
GelC14G00185	K08503
GelC14G00187	K18649
GelC14G00188	K15442
GelC14G00189	K00696
GelC14G00190	K05765
GelC14G00191	K12235
GelC14G00192	K00799
GelC14G00195	K15015
GelC14G00196	K07375
GelC14G00198	K14553
GelC14G00200	K19882
GelC14G00202	K01280
GelC14G00206	K01177
GelC14G00207	K01177
GelC14G00211	K16298
GelC14G00212	K16298
GelC14G00213	K16298
GelC14G00214	K12193
GelC14G00218	K00033
GelC14G00223	K15398
GelC14G00224	K15398
GelC14G00226	K09872
GelC14G00231	K16075
GelC14G00232	K09422
GelC14G00236	K01759
GelC14G00237	K00111
GelC14G00238	K17600
GelC14G00240	K15263
GelC14G00243	K17943
GelC14G00251	K02867
GelC14G00252	K11805
GelC14G00254	K16281
GelC14G00255	K09264
GelC14G00256	K23260
GelC14G00261	K13495
GelC14G00263	K21437
GelC14G00264	K05749
GelC14G00265	K11420
GelC14G00266	K00599
GelC14G00267	K01102
GelC14G00268	K18453
GelC14G00269	K15292
GelC14G00270	K14311
GelC14G00273	K01426
GelC14G00275	K01426
GelC14G00279	K02140
GelC14G00281	K14207
GelC14G00282	K03029
GelC14G00284	K10268
GelC14G00288	K14397
GelC14G00296	K22883
GelC14G00302	K17907
GelC14G00303	K15505
GelC14G00305	K14509
GelC14G00306	K14497
GelC14G00309	K14563
GelC14G00316	K24014
GelC14G00319	K24014
GelC14G00322	K17710
GelC14G00324	K00008
GelC14G00325	K00008
GelC14G00330	K01728
GelC14G00331	K13335
GelC14G00333	K00008
GelC14G00336	K02961
GelC14G00340	K08711
GelC14G00342	K00558
GelC14G00343	K02940
GelC14G00344	K23952
GelC14G00345	K08237
GelC14G00350	K11863
GelC14G00359	K20367
GelC14G00361	K17471
GelC14G00362	K03549
GelC14G00363	K13946
GelC14G00369	K14845
GelC14G00373	K24020
GelC14G00379	K17710
GelC14G00382	K03798
GelC14G00390	K04533
GelC14G00394	K03844
GelC14G00402	K06180
GelC14G00403	K13091
GelC14G00411	K18757
GelC14G00415	K00434
GelC14G00416	K14484
GelC14G00435	K08829
GelC14G00437	K13648
GelC14G00439	K09264
GelC14G00442	K05542
GelC14G00444	K19998
GelC14G00448	K21777
GelC14G00450	K14396
GelC14G00452	K01309
GelC14G00453	K13510
GelC14G00463	K25639
GelC14G00464	K03132
GelC14G00466	K23566
GelC14G00467	K08341
GelC14G00469	K14773
GelC14G00472	K21889
GelC14G00473	K23538
GelC14G00475	K02953
GelC14G00476	K02988
GelC14G00477	K09422
GelC14G00479	K09419
GelC14G00487	K05016
GelC14G00497	K09480
GelC14G00500	K05909
GelC14G00504	K01047
GelC14G00507	K05909
GelC14G00510	K19363
GelC14G00523	K13141
GelC14G00526	K01653
GelC14G00527	K17471
GelC14G00529	K03884
GelC14G00536	K08669
GelC14G00550	K04421
GelC14G00555	K10750
GelC14G00558	K16609
GelC14G00561	K12162
GelC14G00564	K01240
GelC14G00565	K23490
GelC14G00566	K10773
GelC14G00570	K11968
GelC14G00575	K00999
GelC14G00577	K10290
GelC14G00578	K14497
GelC14G00579	K00797
GelC14G00581	K08334
GelC14G00583	K00088
GelC14G00585	K01703
GelC14G00587	K00281
GelC14G00591	K09419
GelC14G00592	K11324
GelC14G00597	K03661
GelC14G00599	K03661
GelC14G00600	K04382
GelC14G00601	K23953
GelC14G00603	K06944
GelC14G00606	K01369
GelC14G00610	K21604
GelC14G00612	K08493
GelC14G00613	K01183
GelC14G00614	K09481
GelC14G00617	K09422
GelC14G00623	K01183
GelC14G00633	K15601
GelC14G00635	K14299
GelC14G00641	K08955
GelC14G00642	K11593
GelC14G00644	K06268
GelC14G00645	K13161
GelC14G00647	K01783
GelC14G00649	K22522
GelC14G00656	K15397
GelC14G00660	K19027
GelC14G00661	K20318
GelC14G00662	K12447
GelC14G00664	K05605
GelC14G00666	K14484
GelC14G00668	K03231
GelC14G00669	K15918
GelC14G00672	K09458
GelC14G00673	K09422
GelC14G00687	K24175
GelC14G00693	K02939
GelC14G00694	K03965
GelC14G00697	K01883
GelC14G00704	K14638
GelC14G00707	K15235
GelC14G00712	K17925
GelC14G00717	K15103
GelC14G00719	K14007
GelC14G00721	K15377
GelC14G00727	K17778
GelC14G00733	K15280
GelC14G00734	K16506
GelC14G00736	K02990
GelC14G00742	K24193
GelC14G00743	K16055
GelC14G00752	K07767
GelC14G00754	K02897
GelC14G00757	K17471
GelC14G00760	K15275
GelC14G00765	K11584
GelC14G00771	K12450
GelC14G00777	K09422
GelC14G00778	K12471
GelC14G00779	K11303
GelC14G00780	K12662
GelC14G00782	K03327
GelC14G00784	K11793
GelC14G00786	K00029
GelC14G00787	K15075
GelC14G00788	K08492
GelC14G00793	K01802
GelC14G00795	K15015
GelC14G00797	K04257
GelC14G00801	K01728
GelC14G00805	K08081
GelC14G00808	K03248
GelC14G00811	K05605
GelC14G00828	K08241
GelC14G00829	K10755
GelC14G00832	K15285
GelC14G00834	K02973
GelC14G00835	K10590
GelC14G00843	K04082
GelC14G00845	K21888
GelC14G00846	K15559
GelC14G00850	K01110
GelC14G00852	K12861
GelC14G00854	K14404
GelC14G00859	K18886
GelC14G00864	K14641
GelC14G00868	K02941
GelC14G00870	K02639
GelC14G00871	K12605
GelC14G00872	K16803
GelC14G00873	K25817
GelC14G00874	K16803
GelC14G00877	K10845
GelC14G00880	K13648
GelC14G00881	K00423
GelC14G00882	K00423
GelC14G00884	K20858
GelC14G00894	K14641
GelC14G00896	K14641
GelC14G00899	K06947
GelC14G00902	K06689
GelC14G00903	K13434
GelC14G00905	K20870
GelC14G00906	K08876
GelC14G00908	K02879
GelC14G00909	K00276
GelC14G00910	K00276
GelC14G00916	K07407
GelC14G00917	K08867
GelC14G00926	K06111
GelC14G00927	K10751
GelC14G00928	K10751
GelC14G00930	K10751
GelC14G00936	K13424
GelC14G00946	K01953
GelC14G00947	K10579
GelC14G00949	K04646
GelC14G00955	K14689
GelC14G00956	K03885
GelC14G00960	K08597
GelC14G00964	K01254
GelC14G00965	K02864
GelC14G00967	K10643
GelC14G00969	K00921
GelC14G00975	K20093
